,Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3555,0.0,0.0,11.0,0.0,0.1,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
3556,0.0,0.0,454.75,0.026666667,0.033333333,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
3557,79.7,0.0,1051.55,0.00862069,0.016896552,9.128607511,0.0,Oct,2,5,1,13,Returning_Visitor,False,False
3558,95.3,0.0,262.587619,0.0125,0.004910714,0.0,0.0,Nov,1,1,4,2,New_Visitor,False,False
3559,456.9,0.0,1113.783333,0.0,0.012017544,12.1225775,0.0,Oct,2,5,2,2,Returning_Visitor,False,True
3560,255.9159289,0.0,8467.584379,0.017351104,0.025016422,0.685335799,0.0,June,3,2,1,3,Returning_Visitor,False,False
3561,28.5,0.0,1608.214286,0.002597403,0.007748918,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,False
3562,80.0,0.0,3855.2,0.012345679,0.028765432,0.0,0.6,May,3,2,3,4,Returning_Visitor,False,False
3563,1103.330357,696.8333333,12959.91515,0.000795756,0.008975428,7.231074783,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
3564,54.5,472.0,678.5,0.0,0.010526316,0.0,0.6,May,3,2,3,2,New_Visitor,False,False
3565,0.0,0.0,337.1666667,0.0,0.003508772,0.0,1.0,May,1,1,9,3,Returning_Visitor,True,False
3566,85.04,0.0,2139.156647,0.0,0.009414895,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
3567,0.0,0.0,1137.0,0.04,0.044444444,0.0,0.8,May,4,2,1,6,Returning_Visitor,False,False
3568,62.5,0.0,548.3333333,0.0,0.031372549,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
3569,82.0,0.0,570.5166667,0.007407407,0.024074074,0.0,0.0,Mar,1,2,7,8,Returning_Visitor,False,False
3570,72.94444444,125.0952381,318.0730159,0.008695652,0.035397453,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,False
3571,103.0,0.0,1140.666667,0.0,0.005,19.18108767,0.0,Dec,3,2,3,2,New_Visitor,False,True
3572,202.4254386,1767.666667,13265.35595,0.007520348,0.018855633,1.114150182,0.0,Nov,2,2,3,2,Returning_Visitor,False,True
3573,89.8,0.0,1570.133333,0.0,0.005357143,0.0,0.0,June,2,2,8,4,New_Visitor,True,False
3574,0.0,0.0,348.0333333,0.077777778,0.111111111,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,False,False
3575,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
3576,313.0333333,0.0,3700.495815,0.004662005,0.014626073,3.348407692,0.0,May,2,4,1,4,Returning_Visitor,False,False
3577,0.0,0.0,761.25,0.0,0.014035088,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,False
3578,0.0,0.0,0.0,0.2,0.2,0.0,0.2,May,3,2,3,6,Returning_Visitor,False,False
3579,107.4,96.7,833.325,0.024509804,0.035882353,0.0,0.0,Jul,3,2,4,1,Returning_Visitor,False,True
3580,0.0,0.0,139.0,0.0,0.05,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
3581,492.4166667,384.0,4699.277778,0.007258065,0.018233487,11.1076505,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
3582,353.125,230.25,3725.670725,0.007446809,0.014960902,2.527217484,0.0,Dec,3,2,6,1,Returning_Visitor,False,True
3583,112.0,0.0,1379.5,0.006349206,0.027777778,0.0,0.0,May,2,5,2,4,Returning_Visitor,False,False
3584,0.0,0.0,546.0,0.0,0.04,35.49,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
3585,43.4,0.0,775.8883333,0.0,0.006896552,0.0,0.0,Oct,2,2,4,2,New_Visitor,False,False
3586,0.0,0.0,138.0,0.02,0.1,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
3587,0.0,0.0,14.0,0.12,0.16,0.0,0.6,May,2,4,2,3,Returning_Visitor,False,False
3588,0.0,0.0,872.8333333,0.0,0.026666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,True,False
3589,31.5,0.0,811.8630952,0.0,0.015873016,0.0,0.0,Nov,1,1,4,8,Returning_Visitor,True,False
3590,66.4,0.0,516.4785714,0.022222222,0.035555556,0.0,0.0,Sep,3,2,3,5,Returning_Visitor,False,False
3591,0.0,0.0,152.6,0.044444444,0.096296296,0.0,0.0,June,2,2,1,3,Returning_Visitor,False,False
3592,0.0,0.0,840.2333333,0.0,0.001666667,109.176,0.0,Mar,2,2,9,2,New_Visitor,False,True
3593,310.8571429,27.0,2950.62381,0.009589041,0.023074581,16.6702274,0.0,May,2,2,7,6,Returning_Visitor,False,False
3594,250.0,0.0,418.0,0.0,0.014285714,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
3595,146.0,125.5,3881.938907,0.001851852,0.026820988,10.12959599,0.0,Nov,2,2,9,3,Returning_Visitor,False,False
3596,0.0,0.0,39.5,0.0,0.033333333,0.0,0.0,Dec,1,1,9,8,New_Visitor,False,False
3597,11.0,0.0,183.5,0.0,0.018181818,0.0,0.0,May,2,2,1,4,New_Visitor,True,False
3598,31.2,0.0,55.4,0.0,0.05,0.0,0.0,Oct,2,2,1,5,New_Visitor,False,False
3599,61.0,0.0,1569.866667,0.003418803,0.011870845,49.95438177,0.0,May,2,2,1,3,Returning_Visitor,False,False
3600,0.0,0.0,671.6666667,0.0,0.016666667,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
3601,0.0,225.7666667,9630.209524,0.053355457,0.066158871,0.0,0.0,June,8,13,9,5,Other,False,False
3602,67.75,0.0,417.9892857,0.016666667,0.043148148,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
3603,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,3,2,3,15,Returning_Visitor,True,False
3604,0.0,0.0,311.5,0.0,0.011764706,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
3605,211.0,58.0,2078.666667,0.008333333,0.028125,0.0,0.0,May,2,2,8,6,Returning_Visitor,False,False
3606,0.0,0.0,921.6233333,0.0,0.01,0.0,0.0,Sep,2,2,1,2,New_Visitor,False,False
3607,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,False
3608,275.1,43.4,1108.653333,0.006060606,0.012121212,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,True,False
3609,21.0,802.5,2073.916667,0.003921569,0.02627451,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False
3610,0.0,0.0,1041.733333,0.0,0.053333333,0.0,0.0,Nov,3,2,8,1,Returning_Visitor,False,False
3611,0.0,0.0,111.25,0.0,0.033333333,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
3612,22.0,0.0,415.25,0.033333333,0.048148148,0.0,0.0,Mar,3,3,1,1,Returning_Visitor,False,False
3613,0.0,0.0,790.1666667,0.0,0.026086957,0.0,0.8,May,3,2,2,13,Returning_Visitor,False,False
3614,0.0,0.0,1682.275,0.0,0.014285714,41.13336886,0.0,Dec,2,2,4,2,Returning_Visitor,False,True
3615,0.0,0.0,724.1333333,0.074074074,0.083333333,0.0,0.6,May,3,3,3,4,Returning_Visitor,False,False
3616,21.33333333,235.0,2753.378571,0.012676056,0.015201207,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
3617,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
3618,44.5,4.0,836.3333333,0.005,0.045416667,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
3619,4.0,0.0,0.0,0.0,0.066666667,0.0,0.0,Mar,4,1,8,6,Returning_Visitor,False,False
3620,43.5,0.0,930.3,0.001190476,0.010997732,0.0,0.0,Mar,4,5,1,3,Returning_Visitor,True,False
3621,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,True,False
3622,0.0,0.0,2734.818254,0.0,0.004353234,49.39271642,0.0,May,4,5,3,2,Returning_Visitor,False,True
3623,72.4,0.0,86.6,0.0,0.033333333,0.0,0.0,June,1,1,7,3,Returning_Visitor,True,True
3624,0.0,0.0,149.5,0.0,0.066666667,0.0,0.4,May,2,2,1,13,Returning_Visitor,False,False
3625,0.0,0.0,146.9166667,0.06,0.085,0.0,0.0,Nov,3,2,4,13,Returning_Visitor,True,False
3626,33.4,0.0,1795.925,0.0,0.01,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
3627,0.0,0.0,647.1428571,0.004347826,0.022222222,0.0,0.0,Nov,1,8,1,11,Returning_Visitor,True,False
3628,0.0,0.0,2158.5,0.019565217,0.032246377,0.0,0.0,Nov,1,2,7,2,Returning_Visitor,False,False
3629,77.0,0.0,1223.416667,0.0,0.010784314,215.0094118,0.0,May,3,2,4,2,Returning_Visitor,False,True
3630,134.9285714,41.0,2013.595238,0.0,0.014141414,8.482727273,0.0,Mar,2,2,8,2,Returning_Visitor,False,True
3631,68.6,0.0,2265.492857,0.011111111,0.00716821,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,False,False
3632,0.0,0.0,740.5,0.0,0.009315376,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,False
3633,0.0,620.25,997.2878788,0.012,0.031897436,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,True,False
3634,0.0,0.0,469.4166667,0.0,0.011764706,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False
3635,121.0,0.0,589.875,0.0,0.00952381,0.0,0.0,Dec,2,6,1,2,Returning_Visitor,True,False
3636,0.0,0.0,476.8666667,0.00952381,0.034126984,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,False
3637,0.0,0.0,134.0,0.066666667,0.094444444,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
3638,20.0,0.0,1008.916667,0.003508772,0.029239766,5.304,0.0,May,2,5,2,6,Returning_Visitor,True,False
3639,113.0,0.0,359.4,0.008333333,0.05,0.0,0.0,Sep,2,2,3,1,Returning_Visitor,False,False
3640,109.0,0.0,2351.333333,0.0,0.025,0.0,0.0,May,2,2,9,3,Returning_Visitor,True,False
3641,0.0,0.0,175.9166667,0.013333333,0.026666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
3642,0.0,0.0,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False
3643,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,4,3,3,Returning_Visitor,False,False
3644,46.4,0.0,2559.433333,0.027586207,0.064367816,0.0,0.0,Sep,3,2,6,1,Returning_Visitor,True,False
3645,189.0,32.0,1517.9,0.0,0.007142857,34.34857143,0.0,May,2,2,7,1,New_Visitor,False,True
3646,0.0,0.0,1445.840909,0.003827751,0.032192982,0.0,0.0,Nov,3,2,6,8,Returning_Visitor,True,False
3647,0.0,0.0,402.0,0.0,0.066666667,0.0,0.0,Nov,4,2,3,2,Returning_Visitor,False,True
3648,160.5,0.0,370.5,0.0,0.016666667,0.0,0.0,Mar,1,1,7,10,Returning_Visitor,False,False
3649,0.0,0.0,997.3142857,0.0,0.039130435,0.0,0.0,June,1,1,3,15,Returning_Visitor,True,False
3650,159.5,0.0,362.5,0.0,0.003921569,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
3651,0.0,0.0,188.0,0.05,0.0875,0.0,0.0,Dec,1,1,2,1,Returning_Visitor,False,False
3652,0.0,0.0,392.0,0.007692308,0.030128205,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
3653,63.0,0.0,265.25,0.0,0.004,0.0,0.0,May,1,1,4,2,Returning_Visitor,True,False
3654,0.0,0.0,2529.166667,0.014,0.042666667,0.0,0.4,May,1,8,8,3,Returning_Visitor,False,False
3655,123.4642857,0.0,1570.469048,0.001052632,0.010431717,19.66912605,0.0,Dec,2,2,2,7,Returning_Visitor,True,True
3656,0.0,0.0,941.4666667,0.0,0.003773585,26.67428219,0.0,Aug,4,5,1,1,Returning_Visitor,False,True
3657,20.0,0.0,1839.25,0.0,0.004444444,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,False
3658,0.0,0.0,70.0,0.15,0.166666667,0.0,0.4,May,1,1,3,3,Returning_Visitor,False,False
3659,0.0,0.0,44.0,0.0,0.05,0.0,0.0,May,2,4,3,2,New_Visitor,True,False
3660,115.7,0.0,655.3833333,0.0,0.012037037,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,False,False
3661,0.0,0.0,5178.531731,0.003896104,0.030191572,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,True
3662,0.0,0.0,856.4166667,0.0,0.028571429,44.56114286,0.6,May,2,4,9,5,Returning_Visitor,False,True
3663,253.0,0.0,686.4,0.003846154,0.012179487,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
3664,101.8511111,161.9666667,591.1542063,0.0,0.011448413,8.052496178,0.0,Jul,2,2,3,3,Returning_Visitor,False,False
3665,10.0,451.5,1686.966667,0.006451613,0.023502304,7.964649501,0.0,Mar,2,6,7,2,Returning_Visitor,False,False
3666,0.0,0.0,230.5666667,0.0,0.023958333,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,False,False
3667,0.0,0.0,943.5,0.025,0.045833333,0.0,0.0,Dec,3,2,3,10,Returning_Visitor,False,False
3668,10.0,0.0,602.5,0.009677419,0.014910394,0.0,0.0,Dec,2,2,2,10,Returning_Visitor,False,False
3669,0.0,0.0,388.0,0.025,0.05625,0.0,0.0,Feb,3,2,1,4,Returning_Visitor,True,False
3670,143.0666667,6.5,1294.405,0.002666667,0.010666667,0.0,0.0,Aug,2,2,3,1,Returning_Visitor,True,False
3671,234.3,0.0,11.1,0.0,0.04,0.0,0.0,Oct,1,1,8,5,New_Visitor,True,False
3672,0.0,0.0,487.0,0.0,0.1,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,False
3673,22.5,0.0,289.85,0.0,0.022222222,57.96417654,0.0,Mar,2,2,2,3,New_Visitor,True,True
3674,0.0,0.0,34.33333333,0.033333333,0.05,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
3675,12.0,0.0,60.0,0.0,0.02,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False
3676,0.0,0.0,0.0,0.2,0.2,0.0,0.8,Feb,1,1,1,2,Returning_Visitor,True,False
3677,0.0,134.3333333,765.4454545,0.006666667,0.006,0.0,0.8,May,2,10,1,1,Returning_Visitor,False,False
3678,88.0,0.0,1106.333333,0.025,0.053125,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
3679,0.0,0.0,887.6666667,0.0,0.004747475,12.61543434,0.0,May,2,2,5,2,Returning_Visitor,False,False
3680,0.0,0.0,104.0,0.0,0.1,0.0,0.0,Dec,2,6,4,1,Returning_Visitor,False,False
3681,60.0,0.0,3113.516667,0.001481481,0.016,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
3682,0.0,0.0,145.04,0.0,0.023333333,0.0,0.0,Nov,4,2,4,1,Returning_Visitor,False,False
3683,0.0,0.0,80.0,0.166666667,0.177777778,0.0,0.0,Nov,1,1,6,1,Returning_Visitor,False,False
3684,0.0,0.0,203.15,0.0,0.051111111,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False
3685,0.0,0.0,47.5,0.0,0.022222222,0.0,0.0,May,2,4,9,3,Returning_Visitor,False,False
3686,0.0,0.0,38.0,0.066666667,0.066666667,0.0,0.8,May,2,2,4,4,Returning_Visitor,False,False
3687,227.0,0.0,62.0,0.0,0.025,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
3688,115.3333333,0.0,1588.944444,0.003076923,0.009213675,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
3689,0.0,0.0,117.5,0.05,0.05,0.0,0.6,May,2,2,3,4,Returning_Visitor,False,False
3690,93.4,0.0,689.65,0.0,0.004878049,34.48748308,0.0,Oct,2,2,2,2,New_Visitor,True,True
3691,0.0,0.0,34.0,0.0,0.066666667,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
3692,96.85714286,0.0,672.5452381,0.0,0.020707071,19.71468924,0.0,Mar,1,1,2,10,Returning_Visitor,False,True
3693,95.75,886.25,7838.556598,0.00376506,0.014926307,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,True,False
3694,0.0,0.0,4108.808442,0.007552448,0.023216783,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
3695,0.0,0.0,2004.708333,0.0,0.019337607,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
3696,567.3571429,122.0,2504.699567,0.0,0.013075397,6.211094697,0.0,May,2,2,1,2,Returning_Visitor,False,False
3697,4.0,0.0,2386.066667,0.004444444,0.030864198,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3698,58.5,0.0,1012.166667,0.0,0.041666667,62.86831138,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
3699,187.7,0.0,881.35,0.0,0.008641975,23.42271616,0.0,Jul,2,4,1,2,Returning_Visitor,False,False
3700,42.0,28.5,1367.0,0.0,0.001960784,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
3701,0.0,0.0,236.0,0.0,0.04,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
3702,107.2083333,0.0,513.25,0.0,0.012030075,17.54619116,0.0,Nov,2,2,1,10,Returning_Visitor,False,True
3703,337.9,6.0,2396.272456,0.000902151,0.008565782,1.952553388,0.0,June,2,2,1,2,Returning_Visitor,False,False
3704,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,5,3,New_Visitor,False,False
3705,0.0,0.0,128.3333333,0.0,0.057142857,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
3706,32.5,0.0,603.25,0.0,0.014666667,14.57483754,0.0,Nov,4,2,1,3,Returning_Visitor,False,False
3707,0.0,0.0,640.375,0.023076923,0.041538462,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,True,False
3708,0.0,0.0,2415.416667,0.0,0.019811321,0.0,0.0,Nov,2,2,3,11,Returning_Visitor,True,False
3709,12.0,0.0,2595.280952,0.009090909,0.025378788,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,False,False
3710,0.0,0.0,66.0,0.0,0.025,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
3711,0.0,0.0,276.0,0.044444444,0.055555556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
3712,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
3713,0.0,0.0,735.4392857,0.0,0.002693603,0.0,0.0,Nov,4,2,4,2,Returning_Visitor,False,False
3714,0.0,0.0,61.33333333,0.014285714,0.068571429,0.0,0.0,May,1,2,1,2,Returning_Visitor,True,False
3715,45.03333333,69.6,5771.466862,0.002755906,0.014537746,4.586910248,0.0,Aug,4,2,1,2,Returning_Visitor,False,False
3716,0.0,0.0,3111.683333,0.0,0.013249672,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,True,False
3717,174.4571429,24.2,1688.2494,0.0,0.016407828,2.385969641,0.0,June,2,4,1,2,Returning_Visitor,True,False
3718,388.7916667,944.75,1464.416667,0.019047619,0.034920635,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,False,False
3719,112.27,0.0,4304.366905,0.01025641,0.027991453,0.0,0.0,Sep,2,5,1,1,Returning_Visitor,False,False
3720,341.8166667,51.4,9661.585763,0.00304414,0.012547206,3.459384236,0.0,Sep,2,2,9,1,Returning_Visitor,False,False
3721,0.0,0.0,756.8611111,0.035714286,0.067857143,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
3722,90.6,0.0,166.0,0.0,0.025,0.0,0.0,Jul,2,2,8,6,New_Visitor,False,True
3723,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,5,1,2,Returning_Visitor,False,False
3724,135.2833333,92.33333333,892.7244444,0.0,0.003468013,31.14097898,0.0,Oct,3,2,1,5,Returning_Visitor,False,False
3725,167.4,0.0,191.15,0.0,0.02,0.0,0.0,Oct,1,1,6,2,New_Visitor,False,False
3726,279.25,1652.0,1717.740476,0.0,0.018472224,18.07802206,0.0,Dec,3,2,5,2,Returning_Visitor,False,True
3727,675.3333333,0.0,1103.916667,0.0,0.004081633,0.0,0.8,May,2,4,4,4,Returning_Visitor,False,False
3728,156.8,262.75,350.4253968,0.002614379,0.041356389,0.0,0.4,May,3,2,1,4,Returning_Visitor,False,False
3729,20.2,0.0,1561.2,0.028571429,0.057142857,0.0,0.0,Nov,4,2,3,1,Returning_Visitor,True,False
3730,0.0,0.0,0.0,0.2,0.2,0.0,1.0,May,4,1,2,3,Returning_Visitor,True,False
3731,0.0,0.0,121.375,0.0,0.025,0.0,0.0,Dec,3,2,4,2,New_Visitor,False,False
3732,204.0833333,0.0,3552.702381,0.0,0.007,19.95572297,0.0,Mar,1,2,8,8,New_Visitor,False,True
3733,37.3,166.0,3872.50942,0.039495923,0.04474971,2.341419718,0.0,May,3,2,3,2,Returning_Visitor,True,False
3734,0.0,0.0,1370.833333,0.042145594,0.066781609,0.0,0.0,May,3,2,2,4,Returning_Visitor,False,False
3735,0.0,0.0,2110.124603,0.0,0.004081633,62.93549178,0.0,Nov,2,2,1,10,Returning_Visitor,False,True
3736,142.5,0.0,1052.255952,0.004347826,0.013043478,0.0,0.0,Nov,1,8,6,11,Returning_Visitor,False,False
3737,0.0,0.0,974.6666667,0.085714286,0.128571429,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
3738,0.0,0.0,2997.083333,0.004878049,0.021138211,36.8670177,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
3739,156.0,0.0,2126.461941,0.00808768,0.017066636,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
3740,72.425,72.0,1143.657143,0.0,0.015888889,4.230212245,0.0,May,2,2,2,1,Returning_Visitor,True,False
3741,0.0,0.0,1803.584127,0.023794872,0.031250162,0.0,0.8,May,3,2,6,3,Returning_Visitor,False,False
3742,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,2,5,1,2,Returning_Visitor,True,False
3743,47.5,0.0,472.4166667,0.0,0.032985131,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
3744,28.0,0.0,80.0,0.0,0.028571429,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
3745,28.66666667,0.0,3486.194444,0.008697765,0.017685455,0.0,0.0,Nov,3,2,4,1,Returning_Visitor,False,False
3746,70.25,139.5,3022.370406,0.0,0.009611111,0.0,0.0,Nov,1,1,2,2,New_Visitor,False,True
3747,17.0,0.0,1056.616667,0.016734694,0.036472303,0.0,0.8,May,2,2,3,11,Returning_Visitor,False,False
3748,98.73333333,229.8,4249.12,0.013402778,0.041166667,5.88595629,0.0,Jul,2,5,3,3,Returning_Visitor,False,False
3749,0.0,0.0,1779.163333,0.003278689,0.020243418,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
3750,12.0,0.0,380.8066667,0.019047619,0.013333333,0.0,0.0,Jul,1,2,3,2,Returning_Visitor,False,False
3751,74.0,0.0,844.9416667,0.004444444,0.015925926,0.0,0.0,Dec,1,2,1,10,Returning_Visitor,False,False
3752,55.25,0.0,705.5,0.0,0.007901235,0.0,0.0,Nov,1,1,9,3,Returning_Visitor,False,False
3753,26.0,0.0,638.8333333,0.0,0.0125,20.26155684,0.0,Mar,2,4,2,2,New_Visitor,False,False
3754,0.0,0.0,82.0,0.1,0.146666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
3755,10.0,0.0,578.0,0.0,0.011688312,0.0,0.0,May,1,2,1,1,Returning_Visitor,False,False
3756,152.75,1024.25,3247.644636,0.008844998,0.017025608,33.85339122,0.0,Nov,3,1,1,2,Returning_Visitor,True,True
3757,23.0,0.0,1828.966667,0.005128205,0.02008547,20.5924708,0.0,Nov,1,1,1,2,Returning_Visitor,True,True
3758,0.0,0.0,8.0,0.0,0.1,0.0,0.0,June,2,4,6,3,Returning_Visitor,False,False
3759,0.0,0.0,1102.5,0.04,0.090625,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
3760,77.1,0.0,365.5833333,0.017142857,0.026857143,0.0,0.0,Nov,2,2,1,4,Returning_Visitor,False,False
3761,66.9,0.0,86.63333333,0.0,0.025,42.93595137,0.0,Oct,4,1,1,7,Returning_Visitor,True,True
3762,0.0,0.0,360.75,0.0,0.04,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
3763,0.0,0.0,877.6666667,0.02020202,0.042323232,5.694121212,0.0,May,2,2,1,2,Returning_Visitor,False,False
3764,20.0,35.5,946.5952381,0.0,0.013333333,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3765,0.0,0.0,495.0,0.0,0.02,77.96,0.0,Mar,1,2,9,2,Returning_Visitor,True,True
3766,367.0,0.0,2387.990657,0.0,0.016080586,3.926014129,0.0,May,3,2,6,4,Returning_Visitor,True,True
3767,142.0,234.5,60.5,0.033333333,0.048148148,0.0,0.0,Dec,3,5,3,8,Returning_Visitor,False,False
3768,0.0,0.0,27.0,0.1,0.166666667,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,False
3769,179.3785714,0.0,131.9785714,0.0,0.0025,0.0,0.0,Sep,2,2,1,5,New_Visitor,False,False
3770,212.7416667,104.0,1678.905125,0.0,0.016037881,8.600043095,0.0,Mar,3,2,8,13,Returning_Visitor,True,False
3771,31.0,515.0,718.6666667,0.0,0.008333333,0.0,0.0,May,2,2,6,6,Returning_Visitor,False,False
3772,0.0,0.0,21.0,0.0,0.05,0.0,0.8,May,2,2,9,3,Returning_Visitor,False,False
3773,0.0,0.0,357.3333333,0.0,0.022222222,0.0,0.0,Dec,1,1,3,2,New_Visitor,False,False
3774,0.0,0.0,196.5,0.0,0.016666667,0.0,0.0,Nov,1,1,7,2,Returning_Visitor,False,False
3775,356.6,0.0,589.2510658,0.001282051,0.010133221,0.0,0.0,Jul,1,1,4,4,Returning_Visitor,False,False
3776,0.0,0.0,26.0,0.0,0.05,0.0,0.0,Nov,2,5,6,11,Returning_Visitor,True,False
3777,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,True,False
3778,65.0,0.0,1248.0,0.0,0.020512821,0.0,0.0,May,1,2,8,6,Returning_Visitor,False,False
3779,0.0,0.0,166.1666667,0.0,0.025,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
3780,0.0,0.0,592.5,0.0,0.022222222,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
3781,0.0,0.0,4339.366667,0.009009009,0.036036036,13.6630847,0.0,Sep,2,2,4,1,Returning_Visitor,False,False
3782,0.0,0.0,1732.066667,0.025806452,0.050752688,13.13492027,0.0,Nov,2,2,9,10,Returning_Visitor,False,False
3783,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,3,3,5,2,Returning_Visitor,False,False
3784,159.0,0.0,438.4333333,0.003030303,0.027272727,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
3785,0.0,0.0,183.0,0.0,0.00625,0.0,0.0,Dec,2,4,4,1,Returning_Visitor,False,False
3786,33.0,0.0,2502.816667,0.006060606,0.011147186,0.0,0.0,Mar,4,1,1,10,Returning_Visitor,False,False
3787,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
3788,198.4,114.0,607.9777778,0.0,0.016666667,4.9872375,0.0,May,2,2,1,2,Returning_Visitor,False,False
